id,titulo,tipo,genero,ano,rating,duracion,plataforma,idioma,pais,director,clasificacion,votos,presupuesto,ingresos,ganancias,actor_principal,estudio,fecha_estreno,sinopsis
16188,Pandas salvajes (1986),Serie,Comedia,1986,6.4,48,"Apple TV+, Prime Video",Inglés,USA,Denis Villeneuve,PG,62627,13.8,44.7,30.9,Morgan Freeman,Universal Pictures,1986-09-09,Un análisis profundo del impacto social e histórico de las grandes eras.
16189,El rey algoritmo Vol. 4,Serie,"Terror, Drama",2016,1.4,53,Disney+,Francés,Canadá,Hayao Miyazaki,G,102131,172.4,336.4,164.0,Tom Hanks,Columbia Pictures,2016-06-24,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
16190,Parque de Servidores Vol. 3,Película,Romance,1977,4.7,170,Netflix,Español,México,Steven Spielberg,G,51902,94.4,239.0,144.6,Matthew McConaughey,Paramount Pictures,1977-05-17,Un misterio escalofriante que desvela secretos familiares ocultos.
16191,El rey algoritmo Vol. 3,Película,"Romance, Terror, Documental",1979,9.7,203,Netflix,Alemán,Japón,Quentin Tarantino,G,2356224,182.6,387.9,205.3,Christian Bale,Warner Bros.,1979-03-16,Un análisis profundo del impacto social e histórico de las grandes eras.
16192,El despertar de la base de datos (2015),Película,"Documental, Fantasía, Terror",2015,9.6,175,"Apple TV+, Prime Video",Francés,Francia,James Cameron,PG,1173967,105.2,362.7,257.5,Cillian Murphy,Netflix Studio,2015-05-07,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
16193,Stranger Code (2010),Película,"Romance, Drama",2010,7.0,99,"Disney+, Prime Video",Inglés,Reino Unido,Christopher Nolan,PG-13,2128143,7.1,4.7,-2.4,Robert Downey Jr.,Universal Pictures,2010-12-11,Una comedia hilarante sobre las complejidades de la vida cotidiana.
16194,Juego de Servidores (1996),Película,"Drama, Aventura, Romance",1996,6.9,209,"HBO Max, Netflix",Alemán,Japón,Quentin Tarantino,G,743645,230.7,185.0,-45.7,Christian Bale,Universal Pictures,1996-08-17,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
16195,La lista de bugs (1986),Película,"C.Ficción, Crimen",1986,5.2,182,"Netflix, Apple TV+",Alemán,Canadá,Martin Scorsese,R,309176,61.5,256.0,194.5,Cillian Murphy,Warner Bros.,1986-07-01,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
16196,En busca del commit perdido (2007),Película,"Aventura, Suspenso, Acción",2007,5.6,144,Prime Video,Alemán,USA,Denis Villeneuve,NC-17,1449446,199.8,424.2,224.4,Robert Downey Jr.,A24,2007-11-23,Una comedia hilarante sobre las complejidades de la vida cotidiana.
16197,Gladiador del backend (2003),Película,"Terror, Aventura",2003,9.0,163,Prime Video,Inglés,Canadá,James Cameron,G,1369384,108.2,192.5,84.3,Morgan Freeman,Warner Bros.,2003-02-01,Un misterio escalofriante que desvela secretos familiares ocultos.
16198,SQL: El Imperio Contraataca (1984),Película,"Aventura, Crimen, Documental",1984,8.4,191,Apple TV+,Portugués,Japón,Christopher Nolan,R,1768230,201.8,612.7,410.9,Natalie Portman,Marvel Studios,1984-03-27,Un viaje fantástico a través de dimensiones inexploradas del universo.
16199,En busca del commit perdido (1998),Serie,"Acción, Documental, Terror",1998,6.4,42,Netflix,Portugués,Canadá,Guillermo del Toro,G,1117559,210.8,629.6,418.8,Tom Hanks,Columbia Pictures,1998-06-04,Una comedia hilarante sobre las complejidades de la vida cotidiana.
16200,La milla de código Vol. 3,Película,"Terror, Acción",1994,9.0,193,"HBO Max, Prime Video",Portugués,Canadá,James Cameron,PG-13,2366688,40.9,145.1,104.2,Christian Bale,Columbia Pictures,1994-08-19,Un viaje fantástico a través de dimensiones inexploradas del universo.
16201,La vida en la nube Vol. 3,Serie,"Acción, Romance",2015,5.6,34,"Apple TV+, Prime Video",Francés,Francia,Quentin Tarantino,NC-17,1961032,43.3,161.6,118.3,Morgan Freeman,Warner Bros.,2015-10-01,Un análisis profundo del impacto social e histórico de las grandes eras.
16202,Los señores del algoritmo (2012),Película,"Romance, Documental, Suspenso",2012,8.6,208,"HBO Max, Prime Video",Inglés,México,Steven Spielberg,PG-13,1814329,164.8,85.5,-79.3,Brad Pitt,A24,2012-07-12,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
16203,Avatar: Renderizado (1976),Serie,"Terror, Acción, Suspenso",1976,7.3,30,Apple TV+,Portugués,México,Hayao Miyazaki,R,2234846,218.7,190.7,-28.0,Meryl Streep,Warner Bros.,1976-11-02,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
16204,Donut Chart Adventure Vol. 1,Serie,"Drama, Crimen, Comedia",2021,7.4,53,"HBO Max, Netflix",Español,México,Steven Spielberg,G,1869174,97.8,106.4,8.6,Morgan Freeman,Marvel Studios,2021-07-14,Un análisis profundo del impacto social e histórico de las grandes eras.
16205,La milla de código (2024),Película,"Documental, Comedia, Suspenso",2024,4.7,178,"HBO Max, Disney+",Francés,España,Denis Villeneuve,PG-13,601045,152.1,676.9,524.8,Leonardo DiCaprio,Universal Pictures,2024-02-11,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
16206,Los señores del algoritmo (2019),Serie,"Suspenso, C.Ficción, Documental",2019,7.2,38,"Disney+, HBO Max",Inglés,Canadá,Guillermo del Toro,G,1760718,172.7,382.0,209.3,Meryl Streep,A24,2019-07-22,Un drama conmovedor que explora los límites de la mente y la tecnología.
16207,El laberinto del silicio (2022),Película,"Romance, Comedia",2022,4.6,130,Netflix,Francés,Canadá,Martin Scorsese,G,2442185,61.5,248.0,186.5,Brad Pitt,A24,2022-03-21,Un análisis profundo del impacto social e histórico de las grandes eras.
16208,La teoría de las bases de datos Vol. 2,Serie,"Aventura, Drama",2001,5.4,46,"Netflix, Apple TV+",Inglés,USA,James Cameron,R,592551,77.2,23.8,-53.4,Robert Downey Jr.,Walt Disney Studios,2001-04-08,Un análisis profundo del impacto social e histórico de las grandes eras.
16209,Código de honor Vol. 1,Serie,"C.Ficción, Acción",1992,3.9,23,Apple TV+,Alemán,España,Steven Spielberg,PG-13,905383,181.9,417.6,235.7,Joaquin Phoenix,Netflix Studio,1992-01-25,Un viaje fantástico a través de dimensiones inexploradas del universo.
16210,Donut Chart Adventure Vol. 1,Película,"Terror, Suspenso",2015,9.5,156,Apple TV+,Francés,México,Quentin Tarantino,G,196627,74.7,132.7,58.0,Scarlett Johansson,Paramount Pictures,2015-10-24,Un viaje fantástico a través de dimensiones inexploradas del universo.
16211,El Resplandor del Monitor Vol. 1,Serie,"Aventura, Fantasía, Drama",2010,9.4,40,Prime Video,Alemán,Reino Unido,Christopher Nolan,NC-17,1241560,50.4,170.6,120.2,Tom Hanks,A24,2010-01-20,Un drama conmovedor que explora los límites de la mente y la tecnología.
16212,En busca del commit perdido Vol. 1,Película,"Drama, Acción, Romance",2026,6.4,159,"Apple TV+, HBO Max",Alemán,Canadá,Denis Villeneuve,NC-17,681244,165.9,630.5,464.6,Cillian Murphy,Marvel Studios,2026-07-24,Un misterio escalofriante que desvela secretos familiares ocultos.
16213,La terminal de los secretos Vol. 2,Serie,Romance,2006,3.5,55,Netflix,Portugués,Canadá,Quentin Tarantino,PG,1108501,33.4,78.3,44.9,Natalie Portman,Walt Disney Studios,2006-05-13,Un análisis profundo del impacto social e histórico de las grandes eras.
16214,Juego de Servidores Vol. 4,Película,Aventura,1980,7.1,117,Disney+,Alemán,Japón,James Cameron,NC-17,661397,200.8,272.0,71.2,Tom Hanks,Walt Disney Studios,1980-03-22,Un análisis profundo del impacto social e histórico de las grandes eras.
16215,El silencio de los compiladores Vol. 3,Serie,"Aventura, C.Ficción, Romance",1983,7.3,29,"Netflix, Disney+",Francés,México,Guillermo del Toro,NC-17,2056168,128.8,475.2,346.4,Meryl Streep,Marvel Studios,1983-09-11,Un viaje fantástico a través de dimensiones inexploradas del universo.
16216,El despertar de la base de datos (1980),Serie,"Terror, Acción, Suspenso",1980,8.7,22,"Prime Video, Disney+",Español,USA,Hayao Miyazaki,PG,927061,58.7,58.3,-0.4,Morgan Freeman,Marvel Studios,1980-06-18,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
16217,El rey algoritmo Vol. 2,Serie,"Drama, Comedia",2010,8.1,39,HBO Max,Alemán,USA,Denis Villeneuve,R,367417,229.7,929.7,700.0,Morgan Freeman,Columbia Pictures,2010-01-22,Una comedia hilarante sobre las complejidades de la vida cotidiana.
16218,Matrix Reloaded in Python (1990),Serie,Romance,1990,9.7,65,Prime Video,Alemán,Reino Unido,Quentin Tarantino,R,2193186,23.4,61.0,37.6,Brad Pitt,Paramount Pictures,1990-01-23,Un análisis profundo del impacto social e histórico de las grandes eras.
16219,Código de honor (1978),Película,"Terror, Comedia",1978,8.0,89,HBO Max,Francés,Reino Unido,Denis Villeneuve,NC-17,312351,159.3,468.5,309.2,Scarlett Johansson,Netflix Studio,1978-04-16,Un misterio escalofriante que desvela secretos familiares ocultos.
16220,El precio del servidor Vol. 2,Película,"C.Ficción, Fantasía",2001,8.9,125,"Apple TV+, Netflix",Alemán,Canadá,Steven Spielberg,G,2068791,6.0,15.9,9.9,Matthew McConaughey,A24,2001-06-22,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
16221,El silencio de los compiladores (2025),Película,"Comedia, Drama, Terror",2025,4.6,166,Apple TV+,Francés,Francia,Hayao Miyazaki,PG-13,2454443,161.4,529.7,368.3,Brad Pitt,A24,2025-04-02,Una comedia hilarante sobre las complejidades de la vida cotidiana.
16222,El Resplandor del Monitor (2006),Película,Suspenso,2006,6.6,180,"Netflix, Prime Video",Francés,Canadá,James Cameron,G,1250573,58.6,239.1,180.5,Cillian Murphy,Walt Disney Studios,2006-12-19,Una comedia hilarante sobre las complejidades de la vida cotidiana.
16223,El despertar de la base de datos Vol. 2,Serie,"Comedia, Fantasía",2000,8.4,40,"Disney+, HBO Max",Español,Japón,James Cameron,R,1940193,133.2,41.8,-91.4,Scarlett Johansson,Paramount Pictures,2000-09-22,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
16224,Avatar: Renderizado Vol. 4,Película,"Suspenso, C.Ficción",1982,9.5,108,"HBO Max, Disney+",Español,Reino Unido,Denis Villeneuve,NC-17,1334388,145.2,226.7,81.5,Meryl Streep,Universal Pictures,1982-12-04,Una comedia hilarante sobre las complejidades de la vida cotidiana.
16225,El Resplandor del Monitor Vol. 3,Película,Aventura,1997,6.0,110,"HBO Max, Apple TV+",Portugués,Reino Unido,Steven Spielberg,NC-17,700660,17.0,44.6,27.6,Cillian Murphy,Paramount Pictures,1997-02-17,Una comedia hilarante sobre las complejidades de la vida cotidiana.
16226,El Resplandor del Monitor Vol. 3,Serie,"Drama, Terror, Crimen",1972,6.5,58,Disney+,Alemán,Francia,Quentin Tarantino,PG-13,1709455,24.3,35.7,11.4,Leonardo DiCaprio,Paramount Pictures,1972-12-12,Una comedia hilarante sobre las complejidades de la vida cotidiana.
16227,Los señores del algoritmo Vol. 4,Serie,"C.Ficción, Comedia",2015,8.8,57,HBO Max,Español,Francia,Steven Spielberg,PG,2416953,208.6,233.6,25.0,Joaquin Phoenix,Netflix Studio,2015-05-18,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
16228,La milla de código Vol. 1,Serie,C.Ficción,2002,6.2,41,Prime Video,Español,Canadá,Guillermo del Toro,PG,646201,67.7,76.7,9.0,Robert Downey Jr.,Marvel Studios,2002-04-27,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
16229,Los señores del algoritmo (1991),Serie,"Suspenso, Fantasía",1991,6.7,22,"Prime Video, Disney+",Español,México,Christopher Nolan,R,2387274,80.6,211.3,130.7,Brad Pitt,Paramount Pictures,1991-04-02,Un viaje fantástico a través de dimensiones inexploradas del universo.
16230,Inception: Loop Infinito (2016),Película,Crimen,2016,7.9,179,"Apple TV+, Disney+",Francés,Japón,Guillermo del Toro,PG-13,2222014,191.9,106.5,-85.4,Morgan Freeman,Walt Disney Studios,2016-02-14,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
16231,La lista de bugs (1979),Película,"Crimen, Terror, Romance",1979,1.5,176,HBO Max,Español,Francia,James Cameron,PG-13,61155,236.0,682.6,446.6,Joaquin Phoenix,Paramount Pictures,1979-02-11,Un misterio escalofriante que desvela secretos familiares ocultos.
16232,La teoría de las bases de datos Vol. 1,Película,Drama,2012,9.2,177,Disney+,Portugués,Reino Unido,Guillermo del Toro,R,1004593,126.1,357.8,231.7,Meryl Streep,Columbia Pictures,2012-01-09,Un misterio escalofriante que desvela secretos familiares ocultos.
16233,Interstellar II Vol. 2,Serie,"Romance, Aventura",2014,7.7,35,Disney+,Español,Japón,Guillermo del Toro,PG-13,125011,246.3,1106.6,860.3,Morgan Freeman,Warner Bros.,2014-10-24,Una comedia hilarante sobre las complejidades de la vida cotidiana.
16234,Interstellar II Vol. 1,Serie,Fantasía,2026,9.5,29,"Prime Video, Disney+",Alemán,Reino Unido,Christopher Nolan,G,806597,85.2,199.2,114.0,Christian Bale,Paramount Pictures,2026-01-24,Un drama conmovedor que explora los límites de la mente y la tecnología.
16235,La milla de código Vol. 1,Película,"Documental, Suspenso, Drama",1992,6.6,154,Disney+,Portugués,USA,Martin Scorsese,NC-17,1216510,186.5,452.1,265.6,Natalie Portman,Warner Bros.,1992-07-20,Una comedia hilarante sobre las complejidades de la vida cotidiana.
16236,El precio del servidor (2022),Serie,Acción,2022,8.8,60,"Prime Video, Disney+",Alemán,Reino Unido,Denis Villeneuve,G,288523,42.4,158.0,115.6,Cillian Murphy,Paramount Pictures,2022-06-22,Un misterio escalofriante que desvela secretos familiares ocultos.
16237,El Resplandor del Monitor Vol. 2,Película,Acción,1994,8.8,86,Prime Video,Francés,España,James Cameron,R,47028,209.5,485.3,275.8,Natalie Portman,Warner Bros.,1994-03-05,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
16238,La casa de código (2009),Película,"Fantasía, Acción",2009,6.7,196,HBO Max,Alemán,USA,Denis Villeneuve,R,223227,129.8,201.4,71.6,Joaquin Phoenix,Marvel Studios,2009-08-01,Un misterio escalofriante que desvela secretos familiares ocultos.
16239,Pulp Python Vol. 1,Película,"Terror, Acción",2025,8.1,122,"Apple TV+, Disney+",Alemán,México,Steven Spielberg,G,941669,141.0,473.5,332.5,Matthew McConaughey,A24,2025-09-13,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
16240,Parque de Servidores Vol. 1,Película,"Crimen, Comedia",2018,6.5,100,Netflix,Portugués,México,James Cameron,NC-17,1486116,153.7,641.2,487.5,Cillian Murphy,Marvel Studios,2018-01-07,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
16241,El silencio de los compiladores (2020),Película,Romance,2020,7.1,122,Disney+,Portugués,México,Martin Scorsese,PG-13,536007,82.9,353.7,270.8,Natalie Portman,Netflix Studio,2020-02-17,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
16242,En busca del commit perdido (2010),Película,Crimen,2010,7.5,194,Disney+,Portugués,México,Denis Villeneuve,G,952029,102.5,368.8,266.3,Leonardo DiCaprio,Columbia Pictures,2010-06-08,Un drama conmovedor que explora los límites de la mente y la tecnología.
16243,Matrix Reloaded in Python (2013),Serie,"Comedia, Crimen, Terror",2013,8.3,23,Netflix,Alemán,Canadá,James Cameron,NC-17,2246366,228.2,223.1,-5.1,Natalie Portman,A24,2013-04-15,Un viaje fantástico a través de dimensiones inexploradas del universo.
16244,Forrest Git (1977),Película,"Fantasía, Documental, Drama",1977,5.2,200,Prime Video,Portugués,México,Hayao Miyazaki,PG,1678828,218.8,163.6,-55.2,Scarlett Johansson,Paramount Pictures,1977-05-23,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
16245,El Padrino del código (1970),Película,"Romance, C.Ficción",1970,6.3,174,Disney+,Español,Francia,Denis Villeneuve,PG,586328,143.1,205.2,62.1,Joaquin Phoenix,Walt Disney Studios,1970-09-06,Un análisis profundo del impacto social e histórico de las grandes eras.
16246,La terminal de los secretos (2010),Película,"Crimen, Drama",2010,8.3,159,Prime Video,Francés,Canadá,Martin Scorsese,NC-17,2496590,94.3,174.2,79.9,Cillian Murphy,Warner Bros.,2010-01-03,Un drama conmovedor que explora los límites de la mente y la tecnología.
16247,La terminal de los secretos (1996),Serie,C.Ficción,1996,8.5,40,Disney+,Alemán,Canadá,Christopher Nolan,G,1314725,53.4,30.8,-22.6,Scarlett Johansson,A24,1996-09-25,Un drama conmovedor que explora los límites de la mente y la tecnología.
16248,El precio del servidor (2004),Película,"C.Ficción, Aventura, Comedia",2004,4.5,171,"Apple TV+, Disney+",Alemán,Francia,Hayao Miyazaki,PG-13,1066510,13.2,24.9,11.7,Natalie Portman,Walt Disney Studios,2004-12-28,Una comedia hilarante sobre las complejidades de la vida cotidiana.
16249,Matrix Reloaded in Python Vol. 2,Serie,"Drama, Acción",2020,4.6,64,Apple TV+,Alemán,Canadá,Hayao Miyazaki,PG,1968920,21.5,47.7,26.2,Christian Bale,Columbia Pictures,2020-10-06,Un viaje fantástico a través de dimensiones inexploradas del universo.
16250,SQL: El Imperio Contraataca (1978),Serie,"Fantasía, Documental, Acción",1978,7.4,60,"Netflix, HBO Max",Alemán,México,Guillermo del Toro,G,30602,84.5,202.3,117.8,Brad Pitt,Marvel Studios,1978-05-23,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
16251,Matrix Reloaded in Python Vol. 1,Serie,Acción,2009,7.0,61,Prime Video,Inglés,USA,Martin Scorsese,R,1346178,152.9,407.6,254.7,Meryl Streep,Columbia Pictures,2009-12-05,Una emocionante aventura donde el destino de la humanidad pende de un hilo.
16252,Forrest Git (2019),Película,"Documental, Suspenso",2019,6.5,89,"Disney+, Netflix",Español,Canadá,James Cameron,R,78111,216.5,971.2,754.7,Robert Downey Jr.,Universal Pictures,2019-04-21,Un misterio escalofriante que desvela secretos familiares ocultos.
16253,Cazadores de código Vol. 2,Serie,"Romance, Crimen, Terror",2010,9.1,35,"Netflix, HBO Max",Portugués,USA,Martin Scorsese,R,755508,171.0,56.5,-114.5,Robert Downey Jr.,Netflix Studio,2010-10-13,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
16254,El Heatmap del Destino (1987),Película,"Fantasía, Documental, Comedia",1987,5.4,114,"Apple TV+, Disney+",Francés,Canadá,Hayao Miyazaki,NC-17,1312312,19.5,22.3,2.8,Robert Downey Jr.,Paramount Pictures,1987-12-23,Un oscuro thriller policial que te mantendrá al filo de tu asiento.
16255,Los señores del algoritmo Vol. 4,Película,Terror,1979,9.7,105,"Netflix, Disney+",Español,Japón,Christopher Nolan,PG-13,2152129,218.5,469.5,251.0,Brad Pitt,Paramount Pictures,1979-04-26,Un misterio escalofriante que desvela secretos familiares ocultos.
16256,Juego de Servidores (1982),Película,"Comedia, Romance, Aventura",1982,8.3,114,HBO Max,Alemán,USA,Steven Spielberg,PG,1234952,190.2,296.9,106.7,Cillian Murphy,Walt Disney Studios,1982-10-22,Una comedia hilarante sobre las complejidades de la vida cotidiana.
